"ticker","datenr","pchange","wkchange","qtrchange","yrchange","ytdchange","currrating","prevrating","changeddate","suffix","suffixdays","volchange","dchange","prevsuffix","suffixchangeddate","weeksuffix","weekprevsuffix","weeksuffixchangeddate","weeksuffixdays","dailystoploss","weeklystoploss","dailystopbuy","weeklystopbuy","2wkchange","3wkchange","mthchange","monthlystopbuy","monthlystoploss","weekhigh","weeklow"
"PRTC",240328,0,4.07,21.13,-1.14,19.87,"Strong","Weak","240328","-",4,5.73,0,"","","+","","",1,28.51,25.58,28.71,28.62,12.04,16.98,13.73,29.11,21.3,,
"RSKD",240328,0.56,2.27,15.38,0.75,15.38,"Strong","Weak","240328","-",1,-55.46,0.03,"","","+","","",1,5.34,5,5.49,5.39,7.57,5.16,17.9,4.93,4.34,,
"BMEA",240328,-1.63,-4.61,-2.52,-53.29,3.21,"Weak","Mkt Perform","240326","-",4,-56.9,-0.25,"","","-","","",1,14.7,14.78,15.56,17.25,-15.35,-1.69,-13.66,19.68,15.2,,
"CDRE",240328,0.61,4.1,8.95,77.4,9.28,"Mkt Perform","Weak","240328","-",1,-65.34,0.22,"","","+","","",1,35.8,34.24,36.52,35.69,3.59,-6.32,0.28,36.77,33.83,,
"XPOF",240328,3.81,9.35,28.56,-42.57,27.38,"Strong","Weak","240328","+",1,-56.65,0.61,"","","+","","",1,15.79,14.11,16.37,15.5,8.78,20.71,64.78,11.41,9.25,,
"LYEL",240328,7.35,14.06,4.04,-6.41,11.45,"Mkt Perform","Weak","240328","+",1,-45.09,0.15,"","","+","","",1,1.93,1.84,2.05,2.15,1.39,-12.75,-25,3.05,1.7,,
"PHAR",240328,0,-1.45,-5,-20.29,-5.16,"Weak","Mkt Perform","240327","-",4,-76.22,0,"","","-","","",4,10.79,10.72,10.85,11.32,-5.65,-3.21,-5.33,13.2,10.74,,
"SNPO",240328,0.59,4.29,-10.34,-4.39,-8.5,"Mkt Perform","Weak","240328","+",1,1637.96,0.05,"","","+","","",1,8.17,7.43,8.49,8.43,18.55,1.8,2.66,8.74,7.5,,
"CINT",240328,-4.99,-4.77,-23.45,-23.31,-23.81,"Weak","Mkt Perform","240328","-",1,-12.78,-0.21,"","","+","","",3,4.25,4.02,4.35,4.36,-3.4,9.65,-16.52,4.91,4.14,,
"ME",240328,3.08,29.55,-42.94,-76.62,-40.98,"Mkt Perform","Weak","240328","+",1,-52.23,0.02,"","","+","","",1,0.46,0.41,0.52,0.5,18.54,-1.66,-7.7,0.83,0.54,,
"WEST",240328,0.83,3.77,-0.43,-15.02,1.62,"Mkt Perform","Weak","240328","+",1,-62,0.08,"","","+","","",2,9.94,9.75,10.29,10.33,7.55,9.61,2.03,11.21,9.47,,
"EXAI",240328,-0.78,-5.52,-16.46,1.5,-11.36,"Weak","Mkt Perform","240321","-",4,-52.09,-0.04,"","","-","","",1,5.64,5.8,5.84,6.88,-13.11,7.9,-13.76,7.91,5.63,,
"EOCW",240328,0,9999,9999,9999,9999,"Mkt Perform","Weak","230807","-",1051,0,0,"","","-","","",1002,0,0,0,0,9999,9999,9999,0,0,,
"FDMT",240328,-11.82,-5.75,50.62,77.7,52.8,"Mkt Perform","Weak","240328","-",1,19.45,-4.24,"","","+","","",1,33.83,29.23,36.25,34.28,0.38,6.97,12.88,35.61,17.21,,
"NRDS",240328,-0.81,-3.5,-4.07,-10.8,-2.14,"Weak","Mkt Perform","240326","-",4,49.54,-0.12,"","","-","","",4,14.57,14.39,14.84,16.01,-4.44,-8.22,-13.34,17.01,14.54,,
"LILM",240328,-0.3,3.65,-22.88,26.65,-20.96,"Mkt Perform","Weak","240328","-",4,-63.49,0,"","","-","","",4,0.93,0.92,0.96,1.03,-2.22,-1.08,-0.68,1.03,0.81,,
"SFWL",240328,-2.29,1.48,-38.04,9999,-37.82,"Mkt Perform","Weak","240328","-",1,-87,-0.04,"","","+","","",1,1.72,1.63,1.77,1.75,10.32,-1.72,-0.58,2.19,1.45,,
"VERA",240328,-0.68,6.2,172.57,471.26,181.2,"Strong","Weak","240328","-",4,-71.72,-0.3,"","","-","","",1,41.31,40.79,44.02,47.68,0.65,-1.78,-7.54,50.69,36.01,,
"MOND",240328,5.31,6.25,-17.79,-81.68,-14.39,"Mkt Perform","Weak","240328","+",1,-41.31,0.12,"","","-","","",4,2.19,2.14,2.32,2.51,7.69,-3.64,5.78,2.52,1.94,,
"ZH",240328,-1.43,-2.82,-27.1,-45.24,-27.03,"Weak","Mkt Perform","240326","-",3,2.29,-0.01,"","","-","","",1,0.69,0.69,0.7,0.78,-12.66,-8.84,-13.64,0.84,0.7,,
"WEAV",240328,0.72,-3.44,-4.91,134.17,-3.27,"Weak","Mkt Perform","240325","+",1,-72.01,0.08,"","","-","","",1,11.05,11.11,11.29,12.32,-0.18,-6.95,-10.3,13.62,10.5,,
"CLCO",240328,0.5,-0.13,-10.39,132.6,-11.18,"Mkt Perform","Weak","240328","+",1,-76.18,0.05,"","","+","","",1,11,10.87,11.13,11.38,-0.04,-0.49,-2.06,11.97,10.34,,
"TYRA",240328,1.96,-0.36,19.91,2.47,24.68,"Mkt Perform","Weak","240328","-",3,-24.87,0.32,"","","+","","",1,16.19,15.83,17.76,17.65,-5.03,-15.59,-16.86,20.67,12.8,,
"ASTL",240328,1.6,8.42,-15.45,11.09,-14.18,"Mkt Perform","Weak","240328","+",1,-54.38,0.13,"","","+","","",1,8.23,7.57,8.48,8.13,10.23,6.53,5.87,8.78,7.78,,
"KARO",240328,-1.54,-4.11,0.8,10.42,1.94,"Weak","Mkt Perform","240326","-",1,5.33,-0.4,"","","-","","",1,25.46,25.22,26.3,26.59,0.68,-3.81,1.65,26.41,23.92,,
"BASE",240328,1.38,-1.08,15.33,92.3,16.19,"Mkt Perform","Weak","240328","+",1,-54.8,0.36,"","","-","","",1,25.68,26.09,26.34,28.42,-2.61,-6.53,-5.7,28.5,25.26,,
"PGRU",240328,-1.81,-2.06,14.46,-24,13.26,"Mkt Perform","Weak","240328","-",1,-24.92,-0.07,"","","+","","",1,3.81,3.23,4.01,3.9,5.56,15.5,9.2,3.58,3.15,,
"ALLG",240328,28.57,104.79,24.82,-25.97,25.74,"Strong","Weak","240328","+",1,2348.1,0.38,"","","+","","",1,0.91,0.58,1.36,0.89,200,78.13,67.65,1.17,0.91,,
"MLYS",240328,1.37,0.9,51.52,-12.76,48.57,"Mkt Perform","Weak","240328","-",4,-78.89,0.18,"","","-","","",4,12.69,12.6,13.53,14.07,2.09,-7.86,-15.77,16.23,11.34,,
"LUNR",240328,-10.61,-3.91,155.19,-41.87,153.09,"Mkt Perform","Weak","240328","-",1,-44.19,-0.73,"","","+","","",1,6.68,5.05,7.25,6.4,12.02,12.64,1.99,13.25,3.36,,
"MEGI",240328,0.48,2.03,-4.05,-7.99,-3.24,"Mkt Perform","Weak","240328","+",1,-16.83,0.06,"","","+","","",1,12.38,12.24,12.53,12.54,2.07,-1.18,2.11,13.15,11.94,,
"CIFR",240328,-2.91,12.26,7.7,135.23,25.91,"Mkt Perform","Weak","240328","-",1,28.28,-0.16,"","","+","","",1,5.25,3.69,5.66,5.05,46.6,47.86,74.83,4.47,2.42,,
"LANV",240328,1.43,1.43,-53.59,-74.23,-53.59,"Mkt Perform","Weak","240328","+",1,-30.19,0.02,"","","-","","",1,1.35,1.35,1.47,2.13,-18.86,-40.59,-31.4,2.65,1.89,,
"CCVI",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231211","-",527,0,0,"","","-","","",509,0,0,0,0,9999,9999,9999,0,0,,
"DDL",240328,0,4.35,-20.53,-67.48,-21.05,"Mkt Perform","Weak","240328","+",1,-58.13,0,"","","-","","",4,1.18,1.15,1.22,1.33,-7.69,-14.29,4.35,1.47,1.09,,
"CANO",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240212","-",246,-100,0,"","","-","","",190,0,0,0,0,9999,9999,9999,2.58,2.18,,
"PWP",240328,-1.16,1.78,12.75,54.35,13.48,"Strong","Weak","240328","+",3,-79.17,-0.16,"","","-","","",4,13.93,13.45,14.2,14.45,3.81,5.14,2.6,13.99,11.48,,
"LVRO",240328,0,-4.8,-24.43,8.66,-25.11,"Weak","Mkt Perform","240327","-",4,-94.08,0,"","","+","","",1,6.15,5.12,7.47,6.99,23.84,1.22,-6.33,8.25,6.7,,
"NRDY",240328,-1.19,-1.19,-17.87,-29.22,-15.72,"Weak","Mkt Perform","240328","-",4,-56.39,-0.04,"","","-","","",1,2.87,2.9,3.04,3.28,-3.18,4.14,-0.17,3.6,2.31,,
"HLVX",240328,2.69,-4.41,-0.8,-3.2,-2.64,"Weak","Mkt Perform","240326","-",4,-66.88,0.42,"","","-","","",4,15.53,15.48,16.28,17.93,-10.89,-12.94,-11.63,18.33,13.96,,
"EXFY",240328,3.91,2.2,-26.48,-75.94,-26.19,"Mkt Perform","Weak","240328","+",1,-63.45,0.07,"","","-","","",1,1.7,1.72,1.82,1.96,-6.53,-14.29,-10.58,2.18,1.52,,
"VMEO",240328,-2.15,-24.49,2.5,13.26,4.46,"Weak","Mkt Perform","240325","+",3,50.67,-0.09,"","","-","","",1,3.89,5.37,4.2,5.77,-23.79,-16.92,-14.41,4.84,3.57,,
"RERE",240328,6.36,5.09,-7.14,-39.27,-7.14,"Mkt Perform","Weak","240328","+",1,-12.76,0.1,"","","-","","",1,1.61,1.62,1.67,1.92,4.46,53.28,48.73,1.23,1.01,,
"TXO",240328,1.42,0.9,-0.28,-21.23,-0.28,"Mkt Perform","Weak","240328","+",1,91.28,0.25,"","","-","","",4,17.4,17.5,17.75,18.2,1.42,-3.3,0.62,19.5,17.38,,
"LDI",240328,-0.39,4.49,-29.86,53.29,-29.67,"Mkt Perform","Weak","240328","+",1,-50.75,-0.01,"","","-","","",4,2.38,2.1,2.57,2.77,19.63,-3.21,0.39,2.96,2.32,,
"ALCC",240328,0.81,4.07,6.54,10.74,6.64,"Mkt Perform","Weak","240328","+",1,87.7,0.09,"","","+","","",1,11,10.65,11.17,10.9,4.66,4.17,5.64,11.4,10.52,,
"GHIX",240328,0,-0.47,0.57,4.98,0.48,"Weak","Mkt Perform","240328","-",4,-99.97,0,"","","-","","",1,10.55,10.59,10.56,10.6,-0.47,0.19,0.19,10.93,10.53,,
"PAXS",240328,1.09,2.56,9.87,10.18,9.49,"Mkt Perform","Weak","240328","+",1,10.73,0.17,"","","+","","",1,15.46,15.23,15.64,15.44,3.2,1.35,2.93,15.55,14.5,,
"MKTW",240328,0,-1.41,-39.24,2.34,-35.19,"Weak","Mkt Perform","240319","-",4,-61.2,0,"","","-","","",4,1.71,1.64,1.77,1.92,-8.38,-7.89,-3.31,2.43,1.72,,
"SHCR",240328,-3.05,-13.47,-26.71,-47.52,-25.02,"Weak","Mkt Perform","240320","-",3,264.18,-0.03,"","","-","","",1,0.8,0.92,0.91,1.02,-16.86,-14.5,-13.46,1.21,0.87,,
"AACT",240328,0.05,0,1.44,9999,1.44,"Mkt Perform","Weak","240328","+",1,-99.92,0.01,"","","+","","",1,10.56,10.55,10.57,10.57,0.05,0.19,0.38,10.56,10.48,,
"VTS",240328,0.08,-0.25,6.6,23.27,7.18,"Mkt Perform","Weak","240328","+",1,-57.67,0.02,"","","-","","",1,23,23.02,23.8,24.13,1.58,2.48,4.4,23.07,19.63,,
"MYPS",240328,2.23,8.7,-2.48,-26.47,2.8,"Mkt Perform","Weak","240328","+",1,-19.32,0.06,"","","+","","",1,2.61,2.17,2.7,2.59,30.95,26.44,16.03,2.38,2.12,,
"SPRY",240328,3.46,19.13,83.04,52.44,81.27,"Strong","Weak","240328","+",1,57.33,0.34,"","","+","","",1,9.65,8.4,10.2,9.22,12.5,16.97,23.12,9.19,6.18,,
"IAUX",240328,5.91,4.26,-24.86,-43.72,-23.14,"Mkt Perform","Weak","240328","+",1,150.99,0.07,"","","-","","",1,1.23,1.29,1.31,1.51,-9.12,-13.78,6.75,1.65,1.23,,
"CNTA",240328,1.62,-7.84,40.47,189.23,39.6,"Mkt Perform","Weak","240328","+",1,-63.56,0.18,"-","240328","+","","",1,10.39,9.88,11.23,12.41,4.93,1.62,7.33,11.86,7.38,,
"GHRS",240328,-0.47,-0.47,93.82,33.25,94.53,"Mkt Perform","Weak","240328","-",1,-76.61,-0.05,"","","-","","",4,10.71,10.13,11.47,11.61,-2.2,30.88,20.05,8.98,6.9,,
"TERN",240328,5.19,-1.89,-5.54,-46,-1.97,"Weak","Mkt Perform","240328","+",1,47.03,0.32,"","","-","","",4,6.14,5.74,6.41,6.94,-10,-20.2,-11.48,8.33,4.9,,
"CCSI",240328,3.32,15.93,-41.88,-51.71,-41.54,"Mkt Perform","Weak","240328","+",1,-54.38,0.5,"","","+","","",1,14.23,13.43,15.08,15.32,13.98,5.13,-2.2,22.33,15.2,,
"AMPX",240328,2.84,-1.63,-51.78,-63.41,-45.81,"Weak","Mkt Perform","240328","+",1,-17.58,0.07,"","","-","","",1,2.48,2.65,2.64,3.25,-4.06,1.34,-16.46,4.7,3.14,,
"ATLCP",240328,0.26,-0.42,3.15,37.26,3.74,"Mkt Perform","Weak","240328","-",4,-23.07,0.06,"","","-","","",1,23.45,23.66,23.8,24.69,-4.58,5.56,4.94,22.78,21.56,,
"PSFE",240328,2.41,7.38,18.11,-6.87,21.86,"Strong","Weak","240328","+",1,-35.01,0.37,"","","+","","",1,14.75,13.11,15.37,15.7,18.91,27.49,9.17,15.3,13.02,,
"ECCC",240328,0,0.23,1.35,6.57,1.58,"Mkt Perform","Weak","240328","-",1,-23.55,0,"","","-","","",4,21.88,21.62,21.97,22.1,0.64,-1.17,-1.75,22.46,21.9,,
"ORGN",240328,-2.98,-0.93,-41.36,-87.39,-40.48,"Weak","Mkt Perform","240328","-",4,-51.79,-0.02,"","","-","","",1,0.47,0.5,0.52,0.54,-4.24,-14.24,-15.48,0.68,0.48,,
"AFTR",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230918","-",882,0,0,"","","-","","",847,0,0,0,0,9999,9999,9999,0,0,,
"ZING",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230925","-",861,0,0,"","","-","","",812,0,0,0,0,9999,9999,9999,0,0,,
"LANDM",240328,0,-0.83,1.05,1.1,1.23,"Weak","Mkt Perform","240327","-",4,-67.7,0,"","","-","","",1,23.95,24,24.15,24.4,-0.21,-0.83,0.17,24.17,23.69,,
"OABI",240328,1.02,6.35,-10.96,62.05,-10.15,"Mkt Perform","Weak","240328","+",1,-47.09,0.06,"","","-","","",4,5.16,5.04,5.39,5.72,4.11,-1.89,-6.76,6.47,5.2,,
"EHAB",240328,1.04,5.42,10.08,-12.9,12.85,"Mkt Perform","Weak","240328","+",1,-59.07,0.12,"","","+","","",1,11.35,10.92,11.68,11.67,6.09,14.51,29.78,10.3,8.6,,
"UHG",240328,-1.11,-2.06,-16.71,9999,-15.02,"Weak","Mkt Perform","240327","-",4,-4.52,-0.08,"","","-","","",1,6.99,6.75,7.32,7.36,2.74,1.42,2.15,8.13,6.53,,
"CION",240328,-0.99,4.08,-4.19,14.85,-3.08,"Mkt Perform","Weak","240328","+",1,-16.4,-0.11,"","","+","","",1,10.74,10.52,11.11,11.02,0.55,-0.59,1.86,11.31,10.65,,
"HEPS",240328,-0.66,-14.45,-13.47,11.85,-14.93,"Weak","Strong","240325","-",4,23.61,-0.01,"","","-","","",1,1.47,1.6,1.58,1.76,-6.79,-6.79,-2.58,1.58,1.42,,
"GENK",240328,13.37,4.64,54.31,9999,49.9,"Strong","Mkt Perform","240328","+",1,45.44,1.33,"","","+","","",1,9.92,8.39,10.35,11.1,38.92,81.35,43.15,9.4,7.69,,
"WE",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231113","-",643,0,0,"","","-","","",594,0,0,0,0,9999,9999,9999,0,0,,
"GOODO",240328,0,0.91,3.47,10.19,3.41,"Mkt Perform","Weak","240328","-",4,-53.64,0,"","","-","","",4,19.85,19.81,20.05,20.14,0.25,0,2.65,19.85,19.11,,
"VINP",240328,0,1.97,3.55,32.29,3.64,"Mkt Perform","Weak","240328","-",4,-93.85,0,"","","-","","",1,11.05,11.17,11.4,11.62,-0.44,5.37,5.27,11.42,10.27,,
"CMPO",240328,4.47,5.07,31.1,0.83,32.54,"Strong","Weak","240328","+",1,165.51,0.31,"","","+","","",1,6.84,5.84,7.04,7.17,26.75,19.05,49.79,5.26,4.63,,
"WBX",240328,1.76,1.76,-21.04,-65.6,-17.19,"Mkt Perform","Weak","240328","-",4,84.37,0.03,"","","-","","",4,1.41,1.36,1.48,1.5,-2.36,0.7,-6.77,1.69,1.32,,
"DTC",240328,3.81,0.93,-65.01,-68.04,-64.84,"Mkt Perform","Weak","240328","+",1,-47.22,0.08,"","","-","","",1,2.08,2.08,2.15,2.32,-6.84,-12.8,-19.26,3.03,2.51,,
"COOK",240328,0,3.7,-11.42,-32.98,-10.8,"Mkt Perform","Weak","240328","-",3,-68.57,0,"","","-","","",4,2.47,2.39,2.58,2.72,14.03,22.33,13.51,2.32,2.01,,
"ICVX",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240226","-",176,-100,0,"","","-","","",132,0,0,0,0,9999,9999,9999,15.55,15.19,,
"SMWB",240328,0.83,-0.28,73.16,33.9,69.76,"Mkt Perform","Weak","240328","+",1,-53.22,0.07,"","","-","","",1,8.64,8.66,9.03,9.38,2.08,-4.07,2.2,8.88,5.78,,
"LAW",240328,4.05,2.73,3.78,28.49,5.96,"Mkt Perform","Weak","240328","+",1,-38.31,0.32,"","","-","","",1,7.58,7.34,7.83,8.31,8.08,16.98,21.55,8.63,6.5,,
"TSVT",240328,0.74,5.86,18.08,-45.69,25.32,"Strong","Weak","240328","+",1,-38.2,0.04,"","","+","","",1,4.8,4,5.4,5.12,35.17,6.9,4.23,6.4,4.86,,
"RWAY",240328,0.29,2.44,-3.99,1.97,-4.06,"Mkt Perform","Weak","240328","-",4,-27.12,0.04,"","","+","","",1,12.05,11.77,12.21,12.16,2.83,4.11,-9.43,13.74,12.95,,
"MTAL",240328,0.62,0,17.33,27.2,17.75,"Mkt Perform","Weak","240328","-",1,-70.74,0.08,"","","-","","",4,12.81,12.49,13.1,13.45,-0.69,6.38,9.52,13.06,11.2,,
"AIRS",240328,-1.27,8,-17.31,25.2,-17.09,"Mkt Perform","Weak","240328","+",1,-91.61,-0.08,"","","+","","",1,6.05,5.56,6.34,6.12,8,2.73,-1.58,7.48,4.5,,
"JANX",240328,-1.45,-5.42,218.86,197.77,247.79,"Mkt Perform","Weak","240328","-",1,-69.56,-0.55,"","","-","","",1,37.5,37.23,39.88,41.78,-5.27,-5.56,-22.76,58.69,7.79,,
"NOTE",240328,3.79,-1.44,13.22,-27.89,17.09,"Mkt Perform","Weak","240328","+",1,-36.18,0.05,"","","-","","",1,1.25,1.34,1.35,1.8,-21.71,-37.44,-16.97,1.83,1.21,,
"EWTX",240328,-0.84,9.67,54.87,155.16,56.92,"Strong","Weak","240328","+",1,-80.6,-0.15,"","","+","","",1,17.26,15.47,18.11,17.09,5.26,0.51,9.06,20.39,16.03,,
"TRIN",240328,0.68,-1.54,-0.61,9.62,1.38,"Weak","Mkt Perform","240326","+",1,498.68,0.1,"","","-","","",4,14.42,14.63,14.64,14.97,-0.68,-2.03,1.1,14.63,13.64,,
"TBLD",240328,0.19,1.47,3.69,6.1,3.79,"Mkt Perform","Weak","240328","+",3,-49.5,0.03,"","","+","","",1,15.98,15.61,16.19,16.15,1.7,1.99,2.47,16,15.52,,
"DDI",240328,0.53,-9.41,57.12,44.71,52.07,"Mkt Perform","Weak","240328","-",4,29.64,0.06,"","","-","","",1,11,12.44,12.5,13.75,-17.62,-23.04,-11.46,14,8.73,,
"APLM",240328,-8.88,-10.72,-40.06,9999,-40.66,"Weak","Mkt Perform","240325","-",4,-11.32,-0.05,"","","-","","",1,0.54,0.58,0.62,0.63,-8.27,-26.79,-26.4,0.83,0.58,,
"TRDA",240328,-3.17,0.76,-14.44,-5.92,-15.33,"Mkt Perform","Weak","240328","-",4,-49.15,-0.46,"","","+","","",1,13.66,12.2,14.5,13.88,8.72,9.63,5.03,15.56,12.8,,
"AVTE",240328,-2.44,8.32,17.72,44.14,23.19,"Strong","Weak","240328","-",4,-11.6,-0.7,"","","+","","",1,25.62,25.07,29.36,27.34,4.14,8.95,20.47,24.19,16.74,,
"PHVS",240328,-2.55,-7.55,-17.46,191.72,-19.15,"Weak","Mkt Perform","240325","-",4,-94.04,-0.6,"","","-","","",1,22.76,23.53,24.07,26.57,-1.93,-15.03,-0.17,33,22.8,,
"IONR",240328,0,-3.45,13.13,-42.2,9,"Mkt Perform","Weak","240328","-",4,-63.09,0,"","","+","","",1,4.21,4.01,4.48,4.64,0,6.92,26.2,3.98,3.02,,
"TSP",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240212","-",239,-100,0,"","","-","","",190,0,0,0,0,9999,9999,9999,0.34,0.26,,
"HLLY",240328,-0.11,3.13,-12.84,89.15,-10.47,"Mkt Perform","Weak","240328","+",1,-60.69,0,"","","-","","",4,4.25,4.11,4.46,4.55,7.89,7.24,3.61,5.23,4.14,,
"METCB",240328,0.32,-0.96,-7.16,9999,-6.11,"Weak","Mkt Perform","240325","+",1,-56.99,0.04,"","","+","","",1,12.03,11.71,12.4,12.57,4.98,-0.16,3.67,12.98,10.65,,
"AURA",240328,1.56,-7.02,-13.5,-16.09,-11.64,"Weak","Mkt Perform","240325","-",4,-45.12,0.12,"","","-","","",4,7.6,7.1,8.07,8.75,8.61,-11.39,-13.78,9.72,7.21,,
"BTMD",240328,-0.17,-7.42,15.58,9.53,18.15,"Mkt Perform","Weak","240328","-",4,28.49,-0.01,"","","-","","",1,5.72,6.21,5.96,7,-15.2,-1.6,-1.51,6.61,3.81,,
"BNRE",240328,0.99,-0.67,3.91,32.21,3.55,"Weak","Mkt Perform","240326","+",1,-77.72,0.41,"","","-","","",1,41.01,40.96,41.37,43.07,1.8,-1.74,1.56,41.54,38.53,,
"HCVI",240328,0,0.1,-0.1,3.22,0,"Mkt Perform","Weak","240328","-",4,-99.99,0,"","","-","","",4,10.41,10.4,10.43,10.43,0.19,0.29,0.48,10.4,10.34,,
"DWAC",240328,0,-100,-100,-100,-100,"Weak","Strong","240326","-",12,-100,0,"","","+","","",1,0,32.1,0,47.19,-100,-100,-100,56.29,36.83,,
"AMBI",240328,-4.72,-6.75,-32.69,-36.75,-33.21,"Weak","Mkt Perform","240325","-",1,-73.6,-0.26,"","","-","","",1,5.51,5.3,5.59,6,-9.79,-10.71,-12.5,7.21,5.7,,
"BFLY",240328,0.94,4.9,-10.08,-35.15,-5.31,"Mkt Perform","Weak","240328","-",4,-78.07,0.01,"","","-","","",4,1.01,1,1.07,1.15,0,-19.25,-10.08,1.64,0.85,,
"OCS",240328,0.17,1.06,7.24,46.02,7.47,"Mkt Perform","Weak","240328","+",1,-87.88,0.02,"","","-","","",4,11.3,11.5,11.92,12,4.93,-1.2,0.25,13.85,11.9,,
"NAUT",240328,10.47,13.97,-7.27,16.79,-6.99,"Mkt Perform","Weak","240328","+",1,-0.1,0.29,"","","+","","",1,2.62,2.55,2.79,2.8,19.53,1.32,13.75,3.1,2.54,,
"CPAA",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230918","-",893,0,0,"","","-","","",847,0,0,0,0,9999,9999,9999,0,0,,
"THCH",240328,0,-3.31,-33.14,-67.04,-32.76,"Weak","Mkt Perform","240325","-",4,-92.55,0,"","","-","","",1,1.14,1.15,1.17,1.22,-2.5,-9.3,-8.59,1.61,1.11,,
"ICG",240328,0,-2.33,-32.2,0.6,-31.71,"Weak","Mkt Perform","240327","-",4,-67.1,0,"","","-","","",1,8.33,8.6,8.58,9.49,-11.44,-1.41,-1.52,11.75,8.45,,
"ISPR",240328,-1.39,1.94,-49.92,9999,-50.49,"Mkt Perform","Weak","240328","-",3,-17.94,-0.08,"","","-","","",1,6.02,5.93,6.39,9.89,-41.2,-38.19,-40.27,12.14,8.35,,
"THRX",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240220","-",197,-100,0,"","","-","","",162,0,0,0,0,9999,9999,9999,4.11,4.05,,
"SLDP",240328,7.03,31.73,40.27,-28.65,44.21,"Strong","Weak","240328","+",1,49.2,0.14,"","","+","","",1,1.68,1.31,1.94,1.61,48.91,30.89,25.3,1.86,1.5,,
"BWMN",240328,-1.39,-13.55,-2.21,21.57,-0.04,"Weak","Mkt Perform","240327","-",4,-0.19,-0.49,"","","-","","",1,34.53,37.43,36,42.49,-11.06,-0.75,8.06,37.68,31.29,,
"MSBIP",240328,1.05,0.2,0.6,14.06,1.82,"Mkt Perform","Weak","240328","+",1,-44.19,0.26,"","","-","","",1,24.71,24.85,24.9,25.25,-0.12,1,0.56,25.36,24.01,,
"SUAC",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231211","-",522,0,0,"","","-","","",485,0,0,0,0,9999,9999,9999,0,0,,
"QSG",240328,-2.38,9.63,161.15,-64.96,153.09,"Strong","Weak","240328","-",4,-29.58,-0.1,"","","+","","",1,4.08,3.07,4.26,3.89,36.21,44.88,16.15,4.18,3.13,,
"CGEM",240328,-1.02,5.91,71.05,63.1,72.14,"Strong","Weak","240328","-",4,-39.85,-0.18,"","","+","","",1,16.68,14.98,17.75,16.57,10.17,6.17,-4.98,19.68,15.92,,
"AIXI",240328,0,-7.22,-22.02,-68.4,-22.89,"Weak","Mkt Perform","240319","-",4,-84.01,0,"","","-","","",1,1.65,1.8,1.75,2.04,-13.25,-9.16,-12.37,2.39,1.8,,
"SLGC",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240116","-",387,-100,0,"","","-","","",359,0,0,0,0,9999,9999,9999,0,0,,
"GOGN",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230814","-",1030,0,0,"","","-","","",1002,0,0,0,0,9999,9999,9999,0,0,,
"FRGE",240328,-6.97,-16.95,-49.74,23.25,-45.8,"Weak","Mkt Perform","240327","-",4,53.37,-0.15,"","","+","","",1,1.85,1.82,2.24,2.37,2.93,3.48,-6.97,2.1,1.58,,
"SLAMU",240328,0,-0.18,1.2,9999,1.2,"Mkt Perform","Weak","240328","-",4,-20.43,0,"","","+","","",1,10.98,10.9,10.99,11,0.73,0.73,0.55,11.63,10.88,,
"KVSA",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231218","-",502,0,0,"","","-","","",450,0,0,0,0,9999,9999,9999,0,0,,
"ERAS",240328,1.46,-2.79,-4.57,-29.39,-1.88,"Weak","Mkt Perform","240325","+",1,109.5,0.03,"","","-","","",4,1.96,1.99,2.08,2.19,-2.34,-10.68,-12.18,2.65,1.64,,
"LEV",240328,-4.08,8.46,-21.01,-19.89,-20.56,"Mkt Perform","Weak","240328","-",4,57.29,-0.06,"","","+","","",1,1.39,1.18,1.51,1.42,16.53,4.06,-3.42,1.86,1.41,,
"CMPX",240328,-3.66,-6.84,33,-38.28,28.66,"Mkt Perform","Weak","240328","-",4,-84.48,-0.07,"","","-","","",1,1.95,1.96,2.05,2.28,-13.76,0.51,10.96,1.95,1.15,,
"VLD",240328,13.49,-16.67,7.5,-80.09,14.62,"Mkt Perform","Weak","240328","+",1,5.1,0.05,"","","-","","",3,0.32,0.42,0.4,0.57,6.36,32,64.77,0.33,0.19,,
"BLTE",240328,-5.46,-14.34,-17.54,27.79,-17.12,"Weak","Mkt Perform","240327","-",1,-81.44,-2.18,"","","-","","",1,39.93,38.43,43.45,44.85,-1.87,-18.71,-18.38,48.6,43.01,,
"EVTL",240328,-2.82,13.7,62.34,-43.99,65.96,"Strong","Weak","240328","-",1,1.58,-0.03,"","","+","","",1,1.11,0.65,1.25,1.18,82.5,66.84,58.36,0.77,0.6,,
