"ticker","datenr","pchange","wkchange","qtrchange","yrchange","ytdchange","currrating","prevrating","changeddate","suffix","suffixdays","volchange","dchange","prevsuffix","suffixchangeddate","weeksuffix","weekprevsuffix","weeksuffixchangeddate","weeksuffixdays","dailystoploss","weeklystoploss","dailystopbuy","weeklystopbuy","2wkchange","3wkchange","mthchange","monthlystopbuy","monthlystoploss","weekhigh","weeklow"
"UNH",240328,0.15,0.77,-5.92,5.84,-6.2,"Mkt Perform","Weak","240325","-",4,-59.23,0.73,"","","-","","",1,491.31,486.38,495.73,496.2,0.61,3.62,0.05,532.81,484.39,,
"TSM",240328,-0.49,-3.22,29.91,46.63,30.78,"Mkt Perform","Strong","240318","-",5,139.49,-0.68,"","","-","","",26,135.15,133.03,139.28,142.57,-0.7,-7.07,5.71,135.17,112.6,,
"PEP",240328,0.75,1.65,3.23,-3.21,2.96,"Mkt Perform","Weak","240308","+",1,-24.69,1.3,"","","+","","",1,173.05,166.95,174.69,173.42,6.2,7.25,5.76,174.1,164.91,,
"MO",240328,0.11,1.7,8.79,-1.82,8.35,"Mkt Perform","Weak","240325","+",1,-18.97,0.05,"","","+","","",26,43.29,42.86,43.67,45,-0.36,4.39,6.84,41.75,39.85,,
"UL",240328,0.06,0.36,3.49,-2.87,3.49,"Mkt Perform","Weak","240322","+",1,438.79,0.03,"","","+","","",26,49.54,48.42,50.14,50.28,2.51,2.01,2.45,51.42,48.54,,
"UN",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"AMGN",240328,-0.45,3.2,-1.19,18.25,-1.04,"Mkt Perform","Weak","240318","+",4,-91.92,-1.28,"","","+","","",1,282.55,269.21,286.82,278.29,6.01,4.12,4.09,329.72,273.43,,
"MA",240328,0.57,-0.21,12.75,33.7,12.7,"Mkt Perform","Strong","240318","+",5,-60.55,2.73,"","","-","","",1,474.75,476.65,482.19,490,1.02,2.43,1.25,479.14,450.12,,
"TOT",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",4634,-100,0,"","","-","","",4606,0,0,0,0,9999,9999,9999,0,0,,
"SAP",240328,-1.14,-0.26,26.25,56.72,26.03,"Mkt Perform","Strong","240327","-",1,-73.78,-2.25,"","","+","","",1,196.26,186.57,199.29,196.6,3.47,0.96,3.71,189.83,173.09,,
"BTI",240328,0.53,1.7,4.34,-13.15,4.13,"Mkt Perform","Weak","240325","+",1,651,0.16,"","","-","","",1,29.9,29.98,30.35,31.21,0.66,2.9,2.04,31.63,29.32,,
"MMM",240328,1.27,-0.81,-3.44,2.65,-3.11,"Weak","Mkt Perform","240325","+",1,67.68,1.33,"","","-","","",1,102.99,104.42,104.77,109.19,0.88,12.8,14.98,96.02,90.52,,
"MDT",240328,0.29,4.92,5.37,10.24,5.81,"Mkt Perform","Weak","240325","+",1,-11.89,0.25,"","","+","","",1,84.1,82.93,87.03,84.18,4.31,2.4,4.57,88.54,82.59,,
"SNY",240328,-2.02,0.98,-1.7,-10.85,-2.39,"Mkt Perform","Weak","240325","-",1,-22.67,-1,"","","+","","",1,49.53,47.23,49.85,48.3,0.52,0.6,1.44,49.04,45.55,,
"SLB",240328,-0.1,1.58,4.99,12.62,5.39,"Mkt Perform","Weak","240301","+",1,8.51,-0.05,"","","+","","",1,53.9,52.7,54.92,55.08,3.74,8.82,13.48,49.6,46.91,,
"KHC",240328,0.81,2.72,0.23,-4.77,-0.42,"Mkt Perform","Weak","240318","+",2,-57.98,0.3,"","","+","","",1,36.38,34.28,36.84,35.94,7.14,5.7,4.38,37.91,33.67,,
"BA",240328,0.43,2.08,-25.96,-7.31,-26.05,"Mkt Perform","Weak","240320","+",1,17.14,0.82,"","","+","","",1,188.33,177.52,191.99,192.94,5.61,-2.88,-5.38,214.63,197.15,,
"RY",240328,0.69,1.72,-0.24,7.02,-0.04,"Mkt Perform","Weak","240325","+",1,119,0.69,"","","-","","",41,99.11,98.23,100.4,101.5,1.76,1.77,4.13,99.06,93.97,,
"ABBV",240328,0.62,1.69,17.26,14.85,17.09,"Strong","Mkt Perform","240328","+",1,-64.44,1.11,"","","+","","",1,178.81,175.73,180.58,179.93,2.01,1.46,3.07,179.94,162.63,,
"BP",240328,0.52,-0.38,6.58,-0.09,6.37,"Mkt Perform","Weak","240328","+",1,133.03,0.2,"","","-","","",11,37.19,37.42,37.49,38.04,0.44,3.42,7.62,36.67,33.93,,
"MCD",240328,-0.14,-0.36,-4.81,1.5,-5.02,"Mkt Perform","Weak","240327","+",1,-60.13,-0.4,"","","-","","",1,278.01,278.07,282.3,285.6,0.89,-3.74,-3.65,298.74,281.54,,
"GSK",240328,0.03,1.55,15.95,22.66,16.04,"Strong","Mkt Perform","240327","+",1,-9.57,0.02,"","","+","","",1,42.51,41.75,43.03,42.68,1.93,-0.31,2.64,42.69,39.85,,
"LFC",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",2484,0,0,"","","-","","",2456,0,0,0,0,9999,9999,9999,0,0,,
"BHP",240328,0.2,1.06,-15.99,-5.17,-15.61,"Mkt Perform","Weak","240326","+",1,1681.06,0.12,"","","+","","",26,56.48,55.87,57.53,58.49,3.55,0.6,0.53,62.04,56.78,,
"CELG",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"GS",240328,0.19,2.27,7.67,29.72,7.85,"Mkt Perform","Weak","240319","+",1,-11.72,0.79,"","","+","","",1,408.37,383.41,415.49,416.76,7.45,7.51,6.94,396.79,375.2,,
"SNP",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",2449,0,0,"","","-","","",2422,0,0,0,0,9999,9999,9999,0,0,,
"TD",240328,-0.45,1.11,-6.32,1.94,-6.58,"Mkt Perform","Weak","240325","+",1,445.98,-0.27,"","","+","","",1,59.8,59.06,60.64,60.68,0.52,0.07,0.62,60.97,57.31,,
"HON",240328,0.19,2.39,-1.74,8.71,-1.99,"Mkt Perform","Weak","240318","+",1,55.03,0.4,"","","+","","",1,202.21,196.12,205.26,203.09,3.97,2.38,3.42,202.63,189.66,,
"BMY",240328,1.91,4.5,5.94,-20.41,5.76,"Mkt Perform","Weak","240325","+",1,94.09,1.02,"","","+","","",1,52.85,51.27,53.69,52.7,3.68,0.88,6.93,51.92,47.58,,
"BBL",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",3659,0,0,"","","-","","",3632,0,0,0,0,9999,9999,9999,0,0,,
"NKE",240328,-0.24,0.05,-13.71,-22.06,-13.51,"Mkt Perform","Weak","240327","+",1,92.76,-0.22,"","","-","","",26,92.32,91.72,94.15,101.92,-5.76,-5.3,-9.65,107.43,99.05,,
"LLY",240328,0.56,1.55,34.72,132.98,34.24,"Strong","Mkt Perform","240328","+",1,-31.75,4.34,"","","+","","",1,767.38,755,785.26,780.54,3.76,2.67,3.83,794.47,643.17,,
"MFG",240328,-0.75,-2.95,14.16,37.63,14.83,"Mkt Perform","Strong","240325","-",1,-69.69,-0.03,"","","-","","",62,3.96,3.91,4.02,4.09,0,-7.93,5.05,3.81,3.57,,
"DCM",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",4796,0,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"MTU",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",7287,0,0,"","","-","","",7273,0,0,0,0,9999,9999,9999,0,0,,
"USB",240328,1.86,2.82,2.73,23.74,3.56,"Mkt Perform","Weak","240318","+",1,167.97,0.82,"","","+","","",32,43.26,41.69,44.02,45.04,6.51,3.61,6.82,42.18,38.87,,
"UPS",240328,0.77,-5,-5.63,-22.46,-5.58,"Weak","Mkt Perform","240326","+",1,-43,1.13,"","","-","","",1,144.03,150.21,147.59,158.95,-3.2,-3.57,0.13,150.4,138.9,,
"WBA",240328,3.28,5.49,-18.38,-36.43,-16.85,"Mkt Perform","Weak","240325","+",1,90.24,0.69,"","","+","","",1,20.58,20.53,21.09,21.15,4.27,2.6,2.12,23.76,20.96,,
"UTX",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"NTT",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"GILD",240328,0.59,1.14,-9.49,-9.66,-9.34,"Mkt Perform","Weak","240325","+",1,150,0.43,"","","-","","",1,72.55,72.56,73.06,74.28,-0.34,-2.24,1.86,78.58,71.37,,
"WBK",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",3653,-100,0,"","","-","","",3597,0,0,0,0,9999,9999,9999,0,0,,
"AVGO",240328,0.25,-2.32,17.78,111.36,18.43,"Mkt Perform","Strong","240326","-",5,-70.52,3.3,"","","+","","",26,1296.02,1204,1350,1403.61,7,1.02,1.66,1319.62,1179.11,,
"CHTR",240328,-1.86,-0.87,-26.59,-17.63,-25.89,"Weak","Mkt Perform","240328","-",1,-78.08,-5.45,"","","-","","",1,288.19,290.3,294.16,301.81,-0.89,1.51,-2,383.31,279.64,,
"BKNG",240328,-1.1,0.23,2.32,41.26,2.42,"Mkt Perform","Weak","240325","-",1,-92.87,-40.58,"","","+","","",1,3653.84,3422.55,3711.43,3660.19,6.41,4.22,4.73,3918,3451.49,,
"RAI",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"ABEV",240328,0.4,0.81,-11.7,-12.94,-11.07,"Mkt Perform","Weak","240325","+",1,-13.03,0.01,"","","-","","",1,2.45,2.46,2.48,2.51,-0.4,-2.73,0,2.71,2.46,,
"QCOM",240328,-0.19,-0.76,15.74,34.95,16.72,"Mkt Perform","Strong","240311","-",7,-90.5,-0.31,"","","-","","",26,166.97,163.63,169.48,172.91,0.97,-1.03,6.99,159.2,139.24,,
"MS",240328,0.6,2.3,0.45,9.07,0.87,"Mkt Perform","Weak","240326","+",1,-8.47,0.56,"","","+","","",26,91.87,87.7,93.54,94.36,6.43,8.07,9.33,88.17,83.09,,
"UNP",240328,0.54,0.4,-0.03,23.53,0.13,"Mkt Perform","Weak","240327","+",1,60.35,1.31,"","","-","","",1,241.99,241.28,244.77,250.36,0.74,-2,-3.05,258.66,243.74,,
"AGN",240328,0,9999,9999,9999,9999,"Mkt Perform","","221101","-",4796,-100,0,"","","-","","",4774,0,0,0,0,9999,9999,9999,0,0,,
"SAN",240328,-0.31,3.32,16.55,31.83,16.55,"Strong","Mkt Perform","240322","+",3,437.31,-0.01,"","","+","","",1,4.82,3.82,4.85,4.69,9.16,11.95,17.4,4.18,3.87,,
"CVS",240328,0.49,1.71,1.08,7.73,1.09,"Mkt Perform","Weak","240322","+",1,304.62,0.39,"","","+","","",1,78.71,76.39,79.99,79.5,3.13,6.33,7.33,78.3,71.59,,
